Time[ms],Realtime Tick,Present Position,Goal Position,Present Current,Goal Current,Present Velocity,Goal Velocity,Present PWM,Present Input Voltage
0,4224,2046,2046,0,1193,0,200,0,121
100,4324,2046,2046,0,1193,0,200,0,121
200,4424,2046,2046,0,1193,0,200,0,121
300,4524,2046,2046,0,1193,0,200,0,121
318,4542,2046,2046,0,1193,0,200,0,121
327,4551,2046,2046,0,1193,0,200,0,121
337,4561,2046,2046,0,1193,0,200,0,121
347,4571,2046,2046,0,1193,0,200,0,121
357,4581,2046,2046,0,1193,0,200,0,121
367,4591,2046,2046,0,1193,0,200,0,121
377,4601,2046,2046,0,1193,0,200,0,121
387,4611,2046,2046,0,1193,0,200,0,121
397,4621,2046,2046,0,1193,0,200,0,121
407,4631,2046,2046,0,1193,0,200,0,121
417,4641,2046,2046,0,1193,0,200,0,121
427,4651,2046,2046,0,1193,0,200,0,121
437,4661,2046,2046,0,1193,0,200,0,121
446,4670,2046,2046,0,1193,0,200,0,121
455,4679,2046,2046,0,1193,0,200,0,121
465,4689,2046,2046,0,1193,0,200,0,121
474,4698,2046,2046,0,1193,0,200,0,121
484,4708,2046,2046,0,1193,0,200,0,121
494,4718,2046,2046,0,1193,0,200,0,121
504,4728,2046,2046,0,1193,0,200,0,121
514,4738,2046,2046,0,1193,0,200,0,121
524,4748,2046,2046,0,1193,0,200,0,121
534,4758,2046,2046,0,1193,0,200,0,121
544,4768,2046,2046,0,1193,0,200,0,121
554,4778,2046,2046,0,1193,0,200,0,121
564,4788,2046,2046,0,1193,0,200,0,121
574,4798,2046,2046,0,1193,0,200,0,121
584,4808,2046,2046,0,1193,0,200,0,121
594,4818,2046,2046,0,1193,0,200,0,121
604,4828,2046,2046,0,1193,0,200,0,121
614,4838,2046,2046,0,1193,0,200,0,121
624,4848,2046,2046,0,1193,0,200,0,121
634,4858,2046,2046,0,1193,0,200,0,121
644,4868,2046,2046,0,1193,0,200,0,121
654,4878,2046,2046,0,1193,0,200,0,121
664,4888,2046,2046,0,1193,0,200,0,121
674,4898,2046,2046,0,1193,0,200,0,121
684,4908,2046,2046,0,1193,0,200,0,121
694,4918,2046,2046,0,1193,0,200,0,121
704,4928,2046,2046,0,1193,0,200,0,121
714,4938,2046,2046,0,1193,0,200,0,121
724,4948,2046,2046,0,1193,0,200,0,121
734,4958,2046,2046,0,1193,0,200,0,121
744,4968,2046,2046,0,1193,0,200,0,121
754,4978,2046,2046,0,1193,0,200,0,121
764,4988,2046,2046,0,1193,0,200,0,121
774,4998,2046,2046,0,1193,0,200,0,121
784,5008,2046,2046,0,1193,0,200,0,121
794,5018,2046,2046,0,1193,0,200,0,121
804,5028,2046,2046,0,1193,0,200,0,121
814,5038,2046,2046,0,1193,0,200,0,121
824,5048,2046,2046,0,1193,0,200,0,121
834,5058,2046,2046,0,1193,0,200,0,121
844,5068,2046,2046,0,1193,0,200,0,121
854,5078,2046,2046,0,1193,0,200,0,121
864,5088,2046,2046,0,1193,0,200,0,121
874,5098,2046,2046,0,1193,0,200,0,121
884,5108,2046,2046,0,1193,0,200,0,121
894,5118,2046,2046,0,1193,0,200,0,121
904,5128,2046,2046,0,1193,0,200,0,121
914,5138,2046,2046,0,1193,0,200,0,121
924,5148,2046,2046,0,1193,0,200,0,121
934,5158,2046,2046,0,1193,0,200,0,121
944,5168,2046,2046,0,1193,0,200,0,121
954,5178,2046,2046,0,1193,0,200,0,121
964,5188,2046,2046,0,1193,0,200,0,121
974,5198,2046,2046,0,1193,0,200,0,121
984,5208,2046,2046,0,1193,0,200,0,121
994,5218,2046,2046,0,1193,0,200,0,121
1004,5228,2046,2046,0,1193,0,200,0,121
1014,5238,2046,2046,0,1193,0,200,0,121
1023,5247,2046,2046,0,1193,0,200,0,121
1033,5257,2046,2046,0,1193,0,200,0,121
1043,5267,2046,2046,0,1193,0,200,0,121
1052,5276,2047,2046,0,1193,0,200,0,121
1062,5286,2046,2046,0,1193,0,200,0,121
1072,5296,2046,2046,0,1193,0,200,0,121
1082,5306,2046,2046,0,1193,0,200,0,121
1092,5316,2046,2046,0,1193,0,200,0,121
1102,5326,2046,2046,0,1193,0,200,0,121
1112,5336,2046,2046,0,1193,0,200,0,121
1122,5346,2046,2046,0,1193,0,200,0,121
1132,5356,2046,2046,0,1193,0,200,0,121
1142,5366,2046,2046,0,1193,0,200,0,121
1152,5376,2046,2046,0,1193,0,200,0,121
1162,5386,2046,2046,0,1193,0,200,0,121
1172,5396,2046,2046,0,1193,0,200,0,121
1182,5406,2046,2046,0,1193,0,200,0,121
1192,5416,2046,2046,0,1193,0,200,0,121
1202,5426,2046,2046,0,1193,0,200,0,121
1212,5436,2046,2046,0,1193,0,200,0,121
1222,5446,2046,2046,0,1193,0,200,0,121
1232,5456,2046,2046,0,1193,0,200,0,121
1242,5466,2046,2046,0,1193,0,200,0,121
1252,5476,2046,2046,0,1193,0,200,0,121
1262,5486,2046,2046,0,1193,0,200,0,121
1272,5496,2046,2046,0,1193,0,200,0,121
1282,5506,2046,2046,0,1193,0,200,0,121
1292,5516,2046,2046,0,1193,0,200,0,121
1302,5526,2046,2046,0,1193,0,200,0,121
1312,5536,2046,2046,0,1193,0,200,0,121
1322,5546,2046,2046,0,1193,0,200,0,121
1332,5556,2046,2046,0,1193,0,200,0,121
1342,5566,2046,2046,0,1193,0,200,0,121
1352,5576,2046,2046,0,1193,0,200,0,121
1362,5586,2046,2046,0,1193,0,200,0,121
1372,5596,2046,2046,0,1193,0,200,0,121
1382,5606,2046,2046,0,1193,0,200,0,121
1392,5616,2046,2046,0,1193,0,200,0,121
1402,5626,2046,2046,0,1193,0,200,0,121
1412,5636,2046,2046,0,1193,0,200,0,121
1422,5646,2046,2046,0,1193,0,200,0,121
1432,5656,2046,2046,0,1193,0,200,0,121
1442,5666,2046,2046,0,1193,0,200,0,121
1452,5676,2046,2046,0,1193,0,200,0,121
1462,5686,2046,2046,0,1193,0,200,0,121
1472,5696,2046,2046,0,1193,0,200,0,121
1482,5706,2046,2046,0,1193,0,200,0,121
1492,5716,2046,2046,0,1193,0,200,0,121
1502,5726,2046,2046,0,1193,0,200,0,121
1512,5736,2046,2046,0,1193,0,200,0,121
1522,5746,2046,2046,0,1193,0,200,0,121
1532,5756,2046,2046,0,1193,0,200,0,121
1542,5766,2046,2046,0,1193,0,200,0,121
1552,5776,2046,2046,0,1193,0,200,0,121
1562,5786,2046,2046,0,1193,0,200,0,121
1572,5796,2046,2046,0,1193,0,200,0,121
1582,5806,2046,2046,0,1193,0,200,0,121
1592,5816,2046,2046,0,1193,0,200,0,121
1602,5826,2046,2046,0,1193,0,200,0,121
1612,5836,2046,2046,0,1193,0,200,0,121
1622,5846,2046,2046,0,1193,0,200,0,121
1632,5856,2046,2046,0,1193,0,200,0,121
1642,5866,2046,2046,0,1193,0,200,0,121
1652,5876,2046,2046,0,1193,0,200,0,121
1662,5886,2046,2046,0,1193,0,200,0,121
1672,5896,2046,2046,0,1193,0,200,0,121
1682,5906,2046,2046,0,1193,0,200,0,121
1692,5916,2046,2046,0,1193,0,200,0,121
1702,5926,2046,2046,0,1193,0,200,0,121
1712,5936,2046,2046,0,1193,0,200,0,121
1722,5946,2046,2046,0,1193,0,200,0,121
1732,5956,2046,2046,0,1193,0,200,0,121
1742,5966,2046,2046,0,1193,0,200,0,121
1752,5976,2046,2046,0,1193,0,200,0,121
1762,5986,2046,2046,0,1193,0,200,0,121
1772,5996,2046,2046,0,1193,0,200,0,121
1782,6006,2046,2046,0,1193,0,200,0,121
1792,6016,2046,2046,0,1193,0,200,0,121
1802,6026,2046,2046,0,1193,0,200,0,121
1812,6036,2046,2046,0,1193,0,200,0,121
1822,6046,2046,2046,0,1193,0,200,0,121
1832,6056,2046,2046,0,1193,0,200,0,121
1842,6066,2046,2046,0,1193,0,200,0,121
1852,6076,2046,2046,0,1193,0,200,0,121
1862,6086,2046,2046,0,1193,0,200,0,121
1872,6096,2046,2046,0,1193,0,200,0,121
1882,6106,2046,2046,0,1193,0,200,0,121
1892,6116,2046,2046,0,1193,0,200,0,121
1902,6126,2046,2046,0,1193,0,200,0,121
1912,6136,2046,2046,0,1193,0,200,0,121
1922,6146,2046,2046,0,1193,0,200,0,121
1932,6156,2046,2046,0,1193,0,200,0,121
1942,6166,2046,2046,0,1193,0,200,0,121
1952,6176,2046,2046,0,1193,0,200,0,121
1962,6186,2046,2046,0,1193,0,200,0,121
1972,6196,2046,2046,0,1193,0,200,0,121
1982,6206,2046,2046,0,1193,0,200,0,121
1992,6216,2046,2046,0,1193,0,200,0,121
2002,6226,2046,2046,0,1193,0,200,0,121
2012,6236,2046,2046,0,1193,0,200,0,121
2021,6245,2046,2046,0,1193,0,200,0,121
2030,6254,2046,2046,0,1193,0,200,0,121
2039,6263,2046,2046,0,1193,0,200,0,121
2048,6272,2046,2046,0,1193,0,200,0,121
2057,6281,2046,2046,0,1193,0,200,0,121
2067,6291,2046,2046,0,1193,0,200,0,121
2077,6301,2046,2046,0,1193,0,200,0,121
2087,6311,2046,2046,0,1193,0,200,0,121
2097,6321,2046,2046,0,1193,0,200,0,121
2107,6331,2046,2046,0,1193,0,200,0,121
2117,6341,2046,2046,0,1193,0,200,0,121
2127,6351,2046,2046,0,1193,0,200,0,121
2137,6361,2046,2046,0,1193,0,200,0,121
2147,6371,2046,2046,0,1193,0,200,0,121
2157,6381,2046,2046,0,1193,0,200,0,121
2167,6391,2046,2046,0,1193,0,200,0,121
2176,6400,2046,2046,0,1193,0,200,0,121
2186,6410,2046,2046,0,1193,0,200,0,121
2196,6420,2046,2046,0,1193,0,200,0,121
2205,6429,2046,2046,0,1193,0,200,0,121
2215,6439,2046,2046,0,1193,0,200,0,121
2225,6449,2046,2046,0,1193,0,200,0,121
2235,6459,2046,1009,-153,1193,0,200,0,121
2245,6469,2037,1009,-251,1193,0,200,-885,120
2255,6479,2013,1009,-198,1193,-8,200,-885,120
2264,6488,1993,1009,-320,1193,-21,200,-885,120
2275,6499,1973,1009,-388,1193,-40,200,-885,120
2285,6509,1953,1009,-350,1193,-59,200,-885,120
2295,6519,1929,1009,-240,1193,-78,200,-885,120
2304,6528,1904,1009,-132,1193,-98,200,-885,120
2313,6537,1879,1009,-61,1193,-116,200,-885,121
2323,6547,1846,1009,-23,1193,-132,200,-885,121
2332,6556,1815,1009,-5,1193,-144,200,-885,121
2341,6565,1786,1009,9,1193,-156,200,-885,121
2352,6576,1752,1009,19,1193,-171,200,-885,121
2361,6585,1723,1009,23,1193,-182,200,-885,121
2370,6594,1694,1009,19,1193,-190,200,-885,121
2380,6604,1662,1009,14,1193,-197,200,-885,121
2390,6614,1632,1009,7,1193,-202,200,-885,121
2400,6624,1602,1009,0,1193,-203,200,-885,121
2410,6634,1574,1009,-7,1193,-201,200,-885,121
2420,6644,1544,1009,-14,1193,-199,200,-885,121
2430,6654,1514,1009,-19,1193,-197,200,-885,121
2440,6664,1483,1009,-20,1193,-195,200,-885,121
2450,6674,1453,1009,-28,1193,-193,200,-885,121
2460,6684,1423,1009,-31,1193,-191,200,-885,121
2470,6694,1392,1009,-31,1193,-190,200,-885,121
2480,6704,1361,1009,-23,1193,-190,200,-885,121
2490,6714,1331,1009,-19,1193,-191,200,-885,121
2500,6724,1300,1009,-14,1193,-192,200,-885,121
2510,6734,1269,1009,-13,1193,-192,200,-885,121
2520,6744,1238,1009,-10,1193,-193,200,-885,121
2530,6754,1207,1009,-9,1193,-194,200,-885,121
2540,6764,1176,1009,-11,1193,-195,200,-885,121
2550,6774,1146,1009,-11,1193,-195,200,-863,121
2560,6784,1115,1009,84,1193,-195,200,-675,121
2570,6794,1089,1009,106,1193,-195,200,-500,122
2580,6804,1068,1009,118,1193,-191,200,-375,121
2590,6814,1052,1009,144,1193,-184,200,-269,121
2600,6824,1038,1009,170,1193,-173,200,-182,121
2610,6834,1026,1009,185,1193,-159,200,-113,121
2620,6844,1018,1009,179,1193,-142,200,-57,121
2630,6854,1012,1009,143,1193,-123,200,-19,121
2640,6864,1008,1009,97,1193,-103,200,6,121
2650,6874,1007,1009,44,1193,-83,200,12,121
2660,6884,1008,1009,6,1193,-65,200,6,121
2670,6894,1011,1009,0,1193,-48,200,-13,121
2680,6904,1012,1009,-19,1193,-33,200,-19,121
2690,6914,1012,1009,-30,1193,-21,200,-19,121
2700,6924,1012,1009,-31,1193,-11,200,-19,121
2710,6934,1012,1009,-32,1193,-4,200,-19,121
2720,6944,1012,1009,-31,1193,0,200,-19,121
2730,6954,1012,1009,-25,1193,1,200,-19,121
2740,6964,1012,1009,-22,1193,1,200,-13,121
2750,6974,1011,1009,-1,1193,0,200,-13,121
2760,6984,1010,1009,5,1193,0,200,-7,121
2770,6994,1008,1009,4,1193,-1,200,0,121
2780,7004,1007,1009,9,1193,-2,200,12,121
2790,7014,1007,1009,14,1193,-3,200,12,121
2800,7024,1006,1009,15,1193,-4,200,12,121
2810,7034,1006,1009,16,1193,-4,200,18,121
2820,7044,1007,1009,23,1193,-4,200,12,121
2830,7054,1007,1009,24,1193,-3,200,12,121
2840,7064,1007,1009,19,1193,-2,200,12,121
2850,7074,1007,1009,19,1193,-1,200,12,120
2860,7084,1007,1009,11,1193,0,200,12,121
2870,7094,1007,1009,7,1193,0,200,12,121
2880,7104,1008,1009,1,1193,0,200,12,121
2889,7113,1008,1009,0,1193,0,200,0,121
2900,7124,1010,1009,0,1193,1,200,0,121
2909,7133,1010,1009,0,1193,2,200,-7,121
2920,7144,1011,1009,0,1193,2,200,-13,121
2929,7153,1011,1009,0,1193,3,200,-13,121
2940,7164,1011,1009,-4,1193,3,200,-13,121
2950,7174,1011,1009,-8,1193,3,200,-13,121
2960,7184,1011,1009,-8,1193,2,200,-13,121
2970,7194,1011,1009,-6,1193,2,200,-13,121
2980,7204,1011,1009,-1,1193,1,200,-13,121
2990,7214,1011,1009,0,1193,0,200,-13,121
3000,7224,1009,1009,4,1193,0,200,-7,121
3009,7233,1009,1009,0,1193,0,200,6,121
3019,7243,1008,1009,7,1193,-1,200,12,121
3029,7253,1006,1009,15,1193,-2,200,18,121
3040,7264,1006,1009,11,1193,-3,200,18,121
3049,7273,1007,1009,16,1193,-4,200,12,121
3060,7284,1006,1009,27,1193,-4,200,18,121
3069,7293,1006,1009,30,1193,-3,200,18,121
3079,7303,1006,1009,22,1193,-3,200,12,121
3089,7313,1007,1009,17,1193,-2,200,12,121
3100,7324,1008,1009,5,1193,0,200,12,121
3110,7334,1010,1009,-1,1193,0,200,0,121
3119,7343,1011,1009,0,1193,1,200,-7,121
3130,7354,1011,1009,-5,1193,3,200,-19,121
3139,7363,1011,1009,-13,1193,4,200,-19,121
3149,7373,1012,1009,-22,1193,4,200,-19,121
3160,7384,1011,1009,-23,1193,4,200,-13,121
3169,7393,1012,1009,-24,1193,4,200,-19,121
3180,7404,1011,1009,-14,1193,3,200,-13,121
3189,7413,1011,1009,-1,1193,2,200,-13,121
3200,7424,1010,1009,4,1193,0,200,-7,118
3209,7433,1009,1009,1,1193,0,200,0,121
3220,7444,1006,1009,16,1193,-2,200,18,121
3229,7453,1006,1009,14,1193,-3,200,18,121
3240,7464,1006,1009,21,1193,-4,200,18,121
3249,7473,1006,1009,27,1193,-4,200,18,121
3259,7483,1006,1009,28,1193,-4,200,18,121
3269,7493,1006,1009,20,1193,-4,200,12,121
3279,7503,1007,1009,16,1193,-3,200,12,121
3289,7513,1007,1009,8,1193,-1,200,12,121
3299,7523,1009,1009,-1,1193,0,200,0,121
3309,7533,1010,1009,0,1193,1,200,-7,121
3319,7543,1011,1009,0,1193,3,200,-13,121
3329,7553,1011,1009,-2,1193,3,200,-13,120
3339,7563,1011,1009,-11,1193,4,200,-13,121
3349,7573,1011,1009,-7,1193,4,200,-13,121
3359,7583,1011,1009,-9,1193,3,200,-13,121
3369,7593,1011,1009,-7,1193,2,200,-13,121
3379,7603,1011,1009,-4,1193,1,200,-13,121
3389,7613,1010,1009,2,1193,0,200,-7,120
3399,7623,1009,1009,4,1193,0,200,0,121
3409,7633,1008,1009,0,1193,-1,200,6,121
3419,7643,1007,1009,10,1193,-2,200,12,121
3429,7653,1007,1009,8,1193,-2,200,12,121
3439,7663,1007,1009,10,1193,-3,200,12,121
3449,7673,1007,1009,10,1193,-3,200,12,121
3459,7683,1007,1009,13,1193,-3,200,12,121
3469,7693,1007,1009,12,1193,-2,200,12,121
3479,7703,1008,1009,15,1193,-1,200,12,121
3489,7713,1008,1009,7,1193,-1,200,12,121
3499,7723,1008,1009,3,1193,0,200,6,121
3509,7733,1009,1009,0,1193,0,200,6,121
3519,7743,1009,1009,0,1193,1,200,0,121
3529,7753,1010,1009,0,1193,1,200,-7,121
3539,7763,1009,1009,0,1193,2,200,-7,121
3549,7773,1010,1009,1,1193,2,200,-7,121
3559,7783,1010,1009,1,1193,2,200,-7,121
3569,7793,1010,1009,1,1193,2,200,-7,121
3579,7803,1010,1009,0,1193,2,200,-7,121
3589,7813,1010,1009,0,1193,1,200,-7,122
3599,7823,1010,1009,0,1193,0,200,-7,121
3609,7833,1010,1009,0,1193,0,200,-7,121
3619,7843,1010,1009,0,1193,0,200,-7,121
3629,7853,1010,1009,0,1193,0,200,0,121
3639,7863,1009,1009,1,1193,0,200,0,121
3649,7873,1008,1009,0,1193,0,200,0,121
3659,7883,1008,1009,0,1193,-1,200,6,121
3669,7893,1008,1009,9,1193,-1,200,12,121
3679,7903,1007,1009,6,1193,-2,200,12,121
3689,7913,1006,1009,11,1193,-2,200,18,121
3699,7923,1006,1009,5,1193,-3,200,18,121
3709,7933,1007,1009,12,1193,-2,200,12,121
3719,7943,1007,1009,15,1193,-2,200,12,121
3729,7953,1007,1009,14,1193,-1,200,12,121
3739,7963,1007,1009,11,1193,-1,200,12,121
3749,7973,1007,1009,7,1193,0,200,12,121
3759,7983,1008,1009,0,1193,0,200,6,121
3769,7993,1009,1009,0,1193,1,200,0,121
3779,8003,1010,1009,0,1193,1,200,-7,121
3789,8013,1011,1009,0,1193,2,200,-7,121
3799,8023,1011,1009,0,1193,3,200,-13,121
3809,8033,1011,1009,0,1193,3,200,-13,121
3819,8043,1011,1009,-2,1193,3,200,-13,121
3829,8053,1011,1009,-4,1193,3,200,-13,121
3839,8063,1011,1009,-1,1193,2,200,-13,121
3849,8073,1010,1009,-1,1193,1,200,-13,121
3859,8083,1010,1009,1,1193,0,200,-7,121
3869,8093,1009,1009,4,1193,0,200,0,121
3879,8103,1008,1009,0,1193,-1,200,6,121
3889,8113,1007,1009,10,1193,-2,200,12,121
3899,8123,1006,1009,9,1193,-2,200,12,121
3909,8133,1007,1009,5,1193,-3,200,12,121
3919,8143,1007,1009,8,1193,-3,200,12,121
3929,8153,1007,1009,14,1193,-3,200,12,121
3939,8163,1007,1009,12,1193,-2,200,12,121
3949,8173,1007,1009,13,1193,-2,200,12,121
3959,8183,1007,1009,2,1193,-1,200,6,121
3969,8193,1008,1009,0,1193,0,200,6,121
3979,8203,1009,1009,0,1193,0,200,0,121
3989,8213,1009,1009,0,1193,1,200,-7,121
3999,8223,1010,1009,0,1193,2,200,-7,121
4009,8233,1010,1009,0,1193,2,200,-7,121
4019,8243,1011,1009,0,1193,2,200,-7,121
4029,8253,1011,1009,0,1193,2,200,-7,121
4038,8262,1011,1009,0,1193,2,200,-13,122
4048,8272,1010,1009,-2,1193,2,200,-7,122
4057,8281,1010,1009,-1,1193,1,200,-7,122
4067,8291,1010,1009,0,1193,0,200,-7,122
4077,8301,1010,1009,0,1193,0,200,-7,122
4087,8311,1009,1009,0,1193,0,200,0,122
4097,8321,1009,1009,0,1193,0,200,6,122
4107,8331,1008,1009,0,1193,-1,200,6,122
4117,8341,1008,1009,0,1193,-1,200,6,122
4127,8351,1007,1009,6,1193,-1,200,12,122
4137,8361,1007,1009,6,1193,-2,200,12,122
4147,8371,1006,1009,7,1193,-2,200,18,122
4157,8381,1007,1009,5,1193,-2,200,12,122
4167,8391,1007,1009,7,1193,-2,200,12,122
4177,8401,1007,1009,11,1193,-1,200,12,122
4187,8411,1007,1009,10,1193,-1,200,12,122
4197,8421,1007,1009,2,1193,0,200,6,120
4207,8431,1008,1009,2,1193,0,200,6,121
4216,8440,1008,1009,2,1193,0,200,12,121
4226,8450,1008,1009,0,1193,0,200,0,121
4236,8460,1009,1009,0,1193,1,200,0,121
4246,8470,1010,1009,0,1193,1,200,-7,121
4256,8480,1010,1009,0,1193,2,200,-7,121
4266,8490,1011,1009,0,1193,2,200,-7,121
4276,8500,1011,1009,0,1193,2,200,-7,121
4287,8511,1011,3161,333,1193,2,200,885,121
4297,8521,1023,3161,216,1193,3,200,885,120
4307,8531,1046,3161,215,1193,11,200,885,120
4317,8541,1068,3161,329,1193,26,200,885,120
4327,8551,1086,3161,383,1193,43,200,885,120
4337,8561,1106,3161,313,1193,61,200,885,120
4347,8571,1131,3161,194,1193,80,200,885,119
4357,8581,1158,3161,94,1193,102,200,885,120
4367,8591,1188,3161,35,1193,121,200,885,121
4377,8601,1221,3161,14,1193,136,200,885,121
4387,8611,1253,3161,5,1193,149,200,885,121
4397,8621,1284,3161,-3,1193,161,200,885,121
4407,8631,1316,3161,-4,1193,174,200,885,121
4416,8640,1343,3161,-4,1193,183,200,885,121
4426,8650,1374,3161,0,1193,190,200,885,121
4436,8660,1405,3161,0,1193,195,200,885,121
4446,8670,1437,3161,0,1193,197,200,885,121
4456,8680,1467,3161,5,1193,197,200,885,121
4466,8690,1496,3161,4,1193,196,200,885,121
4476,8700,1529,3161,9,1193,195,200,885,121
4486,8710,1560,3161,9,1193,195,200,885,121
4496,8720,1590,3161,6,1193,195,200,885,121
4506,8730,1619,3161,7,1193,194,200,885,121
4516,8740,1651,3161,6,1193,194,200,885,121
4526,8750,1681,3161,3,1193,194,200,885,121
4536,8760,1712,3161,10,1193,195,200,885,121
4546,8770,1743,3161,9,1193,195,200,885,121
4556,8780,1772,3161,7,1193,195,200,885,121
4566,8790,1802,3161,9,1193,195,200,885,121
4576,8800,1833,3161,12,1193,195,200,885,121
4586,8810,1863,3161,13,1193,195,200,885,121
4596,8820,1893,3161,21,1193,194,200,885,121
4606,8830,1924,3161,24,1193,194,200,885,121
4616,8840,1955,3161,22,1193,194,200,885,121
4626,8850,1985,3161,22,1193,194,200,885,121
4636,8860,2016,3161,15,1193,194,200,885,121
4646,8870,2047,3161,7,1193,195,200,885,121
4656,8880,2079,3161,5,1193,195,200,885,121
4666,8890,2110,3161,10,1193,196,200,885,121
4676,8900,2142,3161,5,1193,197,200,885,121
4686,8910,2173,3161,7,1193,199,200,885,121
4696,8920,2205,3161,4,1193,200,200,885,121
4706,8930,2235,3161,9,1193,201,200,885,121
4716,8940,2267,3161,6,1193,202,200,885,121
4726,8950,2298,3161,3,1193,203,200,885,121
4736,8960,2330,3161,8,1193,203,200,885,121
4746,8970,2360,3161,4,1193,203,200,885,121
4756,8980,2390,3161,7,1193,203,200,885,121
4766,8990,2422,3161,8,1193,202,200,885,121
4776,9000,2453,3161,4,1193,201,200,885,121
4786,9010,2483,3161,9,1193,200,200,885,121
4796,9020,2514,3161,9,1193,199,200,885,121
4806,9030,2545,3161,11,1193,198,200,885,121
4816,9040,2575,3161,8,1193,197,200,885,121
4826,9050,2606,3161,11,1193,196,200,885,121
4836,9060,2636,3161,12,1193,196,200,885,121
4846,9070,2667,3161,11,1193,196,200,885,121
4856,9080,2698,3161,12,1193,196,200,885,121
4866,9090,2728,3161,11,1193,196,200,885,121
4876,9100,2759,3161,11,1193,196,200,885,121
4886,9110,2790,3161,15,1193,196,200,885,121
4896,9120,2820,3161,10,1193,196,200,885,121
4906,9130,2852,3161,9,1193,196,200,885,121
4916,9140,2883,3161,12,1193,196,200,885,121
4926,9150,2913,3161,14,1193,196,200,885,121
4936,9160,2943,3161,15,1193,196,200,885,121
4946,9170,2973,3161,23,1193,195,200,885,121
4956,9180,3004,3161,17,1193,195,200,885,121
4966,9190,3036,3161,-21,1193,194,200,800,121
4976,9200,3065,3161,-82,1193,194,200,618,121
4986,9210,3092,3161,-98,1193,192,200,450,121
4996,9220,3109,3161,-113,1193,188,200,331,121
5006,9230,3123,3161,-145,1193,180,200,237,121
5016,9240,3136,3161,-182,1193,168,200,156,121
5026,9250,3147,3161,-188,1193,153,200,93,121
5036,9260,3155,3161,-171,1193,136,200,37,121
5046,9270,3161,3161,-131,1193,116,200,6,121
5056,9280,3163,3161,-64,1193,96,200,-13,121
5066,9290,3164,3161,-26,1193,77,200,-13,121
5076,9300,3160,3161,5,1193,59,200,0,121
5086,9310,3157,3161,17,1193,42,200,25,121
5096,9320,3156,3161,32,1193,27,200,31,121
5106,9330,3156,3161,42,1193,15,200,31,121
5116,9340,3156,3161,42,1193,6,200,31,121
5126,9350,3156,3161,44,1193,0,200,31,121
5136,9360,3156,3161,46,1193,-3,200,37,121
5146,9370,3156,3161,45,1193,-3,200,31,121
5156,9380,3156,3161,31,1193,-2,200,31,121
5166,9390,3157,3161,6,1193,-1,200,25,121
5176,9400,3160,3161,-12,1193,0,200,6,121
5186,9410,3163,3161,-3,1193,2,200,-13,121
5196,9420,3164,3161,-12,1193,4,200,-19,121
5206,9430,3164,3161,-22,1193,6,200,-19,121
5216,9440,3164,3161,-30,1193,7,200,-19,121
5226,9450,3164,3161,-32,1193,7,200,-19,121
5236,9460,3164,3161,-30,1193,7,200,-19,121
5246,9470,3164,3161,-29,1193,5,200,-19,121
5256,9480,3164,3161,-21,1193,3,200,-19,121
5266,9490,3163,3161,-9,1193,1,200,-19,121
5276,9500,3162,3161,10,1193,0,200,-7,121
5286,9510,3159,3161,13,1193,-1,200,12,121
5296,9520,3157,3161,12,1193,-3,200,25,121
5306,9530,3157,3161,10,1193,-4,200,25,121
5316,9540,3157,3161,18,1193,-5,200,25,121
5326,9550,3157,3161,34,1193,-6,200,25,121
5336,9560,3157,3161,36,1193,-6,200,25,121
5346,9570,3157,3161,34,1193,-5,200,25,121
5356,9580,3157,3161,29,1193,-3,200,25,121
5366,9590,3157,3161,18,1193,-2,200,25,121
5376,9600,3158,3161,13,1193,0,200,18,121
5386,9610,3160,3161,-9,1193,0,200,6,121
5396,9620,3162,3161,0,1193,1,200,0,121
5406,9630,3163,3161,0,1193,3,200,-13,121
5416,9640,3164,3161,-10,1193,4,200,-19,121
5426,9650,3164,3161,-7,1193,5,200,-19,121
5436,9660,3164,3161,-13,1193,5,200,-19,121
5446,9670,3164,3161,-18,1193,5,200,-19,121
5456,9680,3164,3161,-24,1193,4,200,-19,121
5466,9690,3164,3161,-19,1193,3,200,-19,121
5476,9700,3163,3161,-8,1193,2,200,-13,121
5486,9710,3163,3161,-1,1193,0,200,-13,121
5496,9720,3162,3161,4,1193,0,200,-7,121
5506,9730,3160,3161,3,1193,-1,200,0,121
5516,9740,3159,3161,9,1193,-2,200,12,121
5526,9750,3158,3161,7,1193,-3,200,12,121
5536,9760,3158,3161,6,1193,-4,200,18,121
5546,9770,3158,3161,6,1193,-4,200,18,121
5556,9780,3158,3161,14,1193,-4,200,25,121
5566,9790,3158,3161,16,1193,-4,200,18,121
5576,9800,3158,3161,22,1193,-3,200,18,121
5586,9810,3158,3161,23,1193,-2,200,18,121
5596,9820,3159,3161,12,1193,-1,200,18,121
5606,9830,3159,3161,8,1193,0,200,12,121
5616,9840,3160,3161,-2,1193,0,200,6,121
5626,9850,3161,3161,0,1193,1,200,6,121
5636,9860,3162,3161,0,1193,1,200,0,121
5646,9870,3163,3161,0,1193,2,200,-7,121
5656,9880,3163,3161,-1,1193,3,200,-13,121
5666,9890,3163,3161,1,1193,3,200,-13,121
5676,9900,3164,3161,-1,1193,4,200,-19,121
5686,9910,3164,3161,-9,1193,4,200,-19,121
5696,9920,3163,3161,0,1193,3,200,-13,121
