Time[ms],Realtime Tick,Present Position,Present Current,Goal Current,Present Velocity
12554,209,-1908,8,0,196
12564,219,-1879,5,0,200
12574,229,-1850,-33,0,201
12584,239,-1822,-14,0,199
12594,249,-1793,7,0,196
12604,259,-1766,1,0,193
12614,269,-1740,9,0,189
12624,279,-1714,17,0,185
12634,289,-1688,8,0,181
12644,299,-1664,17,0,177
12654,309,-1640,-25,0,173
12664,319,-1618,10,0,169
12674,329,-1596,11,0,164
12684,339,-1575,4,0,159
12694,349,-1555,-10,0,153
12704,359,-1535,8,0,148
12714,369,-1516,16,0,142
12724,379,-1498,8,0,137
12734,389,-1480,12,0,132
12744,399,-1463,-2,0,127
12754,409,-1447,-33,0,123
12764,419,-1432,9,0,118
12774,429,-1419,18,0,114
12784,439,-1405,-33,0,109
12794,449,-1393,7,0,104
12804,459,-1380,17,0,99
12814,469,-1368,-13,0,94
12824,479,-1357,10,0,89
12834,489,-1346,8,0,85
12844,499,-1336,15,0,81
12854,509,-1327,-1,0,77
12864,519,-1319,-34,0,73
12874,529,-1311,10,0,69
12884,539,-1304,8,0,64
12894,549,-1298,12,0,60
12904,559,-1293,1,0,55
12914,569,-1288,-34,0,51
12924,579,-1284,-28,0,46
12934,589,-1280,6,0,41
12944,599,-1276,7,0,37
12954,609,-1273,7,0,34
12964,619,-1270,12,0,30
12974,629,-1268,-4,0,27
12985,640,-1266,-101,-91,24
12995,650,-1268,-91,-91,20
13005,660,-1273,-90,-91,15
13015,670,-1279,-91,-91,9
13025,680,-1285,-91,-91,0
13035,690,-1290,-95,-91,-7
13045,700,-1295,-88,-91,-14
13056,711,-1301,-167,-158,-22
13066,721,-1312,-156,-158,-28
13076,731,-1330,-155,-158,-36
13086,741,-1352,-160,-158,-46
13096,751,-1376,-162,-158,-60
13106,761,-1398,-161,-158,-75
13116,771,-1420,-154,-158,-91
13126,781,-1443,-153,-158,-108
13136,791,-1470,-93,-158,-122
13147,802,-1502,-14,0,-137
13157,812,-1533,23,0,-147
13167,822,-1563,-8,0,-156
13177,832,-1589,-16,0,-164
13187,842,-1616,40,0,-170
13197,852,-1642,10,0,-175
13207,862,-1671,-6,0,-177
13217,872,-1699,-6,0,-178
13227,882,-1726,33,0,-177
13237,892,-1752,-6,0,-175
13247,902,-1773,-18,0,-173
13257,912,-1794,-9,0,-170
13267,922,-1816,-12,0,-166
13277,932,-1838,37,0,-161
13287,942,-1860,-7,0,-156
13297,952,-1879,-18,0,-150
13307,962,-1895,10,0,-144
13317,972,-1913,-9,0,-138
13327,982,-1930,-16,0,-133
13337,992,-1949,9,0,-128
13347,1002,-1966,-7,0,-124
13357,1012,-1983,-20,0,-120
13367,1022,-1999,32,0,-117
13377,1032,-2014,-8,0,-114
13387,1042,-2026,-20,0,-111
13397,1052,-2039,28,0,-107
13407,1062,-2051,-9,0,-102
13417,1072,-2061,-10,0,-96
13427,1082,-2072,-12,0,-90
13437,1092,-2082,-18,0,-84
13447,1102,-2092,-5,0,-79
13457,1112,-2103,30,0,-75
13467,1122,-2112,26,0,-71
13477,1132,-2121,-8,0,-69
13487,1142,-2129,-10,0,-66
13497,1152,-2135,-18,0,-63
13507,1162,-2141,6,0,-59
13517,1172,-2146,8,0,-55
13527,1182,-2150,21,0,-50
13537,1192,-2154,23,0,-44
13547,1202,-2157,28,0,-39
13557,1212,-2161,26,0,-35
13567,1222,-2164,24,0,-31
13577,1232,-2168,20,0,-27
13587,1242,-2169,14,0,-25
13597,1252,-2171,-3,0,-22
13607,1262,-2172,-2,0,-20
13616,1271,-2173,-1,0,-18
13626,1281,-2173,0,0,-15
13636,1291,-2174,0,0,-12
13646,1301,-2175,0,0,-10
13656,1311,-2175,0,0,-8
13666,1321,-2175,0,0,-6
13676,1331,-2175,0,0,-4
13686,1341,-2176,0,0,-4
13696,1351,-2175,0,0,-3
13705,1360,-2176,0,0,-2
13716,1371,-2175,0,0,-1

